,건물주소1,건물주소2,검사유효기간(시작일자),검사유효기간(종료일자),건물명,승강기고유번호,승강기종류,승강기상태,최초설치일자,설치일자,최대정원,정격속도,운행층수
4649,서울특별시 강남구 테헤란로7길 8,(역삼동),20240705,20250704,강남IBC오피스텔,0045508,소방구조용,운행중,19870103,20180209,17,1.75,17
4650,서울특별시 강남구 선릉로82길 23,(대치동),20240514,20250513,K2빌딩,0046637,승객용,운행중,20020904,20020904,9,1,6
4651,서울특별시 강남구 도산대로16길 13-20,(논현동),20231026,20241025,청구빌딩,0065770,승객용,운행중,20020910,20020910,8,1,7
4652,서울특별시 강남구 강남대로128길 61,(논현동),20231010,20241009,현성512,0065603,승객용,운행중,20020830,20020830,11,1,6
4653,서울특별시 강남구 학동로4길 43-16,(논현동),20240926,20250925,일월주택,0065944,승객용,운행중,20020907,20020907,8,1,5
4654,서울특별시 강남구 논현로106길 52-1,(역삼동),20240624,20250623,코스모빌,0066378,승객용,운행중,20020528,20020528,11,1,4
4655,서울특별시 강남구 도산대로61길 19,(청담동),20240908,20250907,이니그마빌2,0065369,장애인용,운행중,20020816,20200908,15,1.5,8
4656,서울특별시 강남구 학동로47길 24,(논현동),20240124,20250123,아트리스빌,0079356,승객용,운행중,20020625,20020625,8,1,5
4657,서울특별시 강남구 봉은사로 312,(역삼동),20240708,20250707,하나빌주상복합,0065394,장애인용,운행중,20020725,20020725,12,1,14
4658,서울특별시 강남구 봉은사로 312,(역삼동),20240708,20250707,하나빌주상복합,0065395,승객용,운행중,20020725,20020725,12,1,13
4659,서울특별시 강남구 언주로30길 39,(도곡동),20240321,20250320,LYNN SQUARE,0011386,소방구조용,운행중,20020823,20020823,17,2.5,29
4660,서울특별시 강남구 강남대로 432,(역삼동),20240313,20250312,점프밀라노관리단,0076302,전망용,운행중,20020726,20170313,17,1.75,12
4661,서울특별시 강남구 언주로173길 8,(신사동),20240427,20250426,강산빌딩,0009513,승객용,운행중,20020902,20020902,8,1,6
4662,서울특별시 강남구 강남대로92길 17,(역삼동),20230925,20240924,대승빌딩,0066538,승객용,운행중,20020902,20020902,10,1,9
4663,서울특별시 강남구 역삼로 240,(역삼동),20230920,20240919,역삼세방하이빌1차,0065777,장애인용,운행중,20020906,20020906,13,1.5,14
4664,서울특별시 강남구 강남대로152길 26,(신사동),20230917,20240916,세현빌딩,0079820,승객용,운행중,20020808,20020808,11,1,6
4665,서울특별시 강남구 도산대로81길 28,(청담동),20240626,20250625,꼬모빌딩,0066200,승객용,운행중,20020902,20240626,13,1,6
4666,서울특별시 강남구 압구정로18길 14-8,(신사동),20230824,20240823,체리빌,0046427,장애인용,운행중,20030529,20030529,11,1,6
4667,서울특별시 강남구 테헤란로38길 7,(역삼동),20240407,20250406,호텔베리식스,0011192,승객용,운행중,20030716,20030716,5,1,11
4668,서울특별시 강남구 논현로158길 19,(신사동),20231026,20241025,월담빌딩,0046548,승객용,운행중,20030724,20030724,8,1,7
4669,서울특별시 강남구 논현로79길 63,(역삼동),20231101,20241031,동명빌딩,0075741,승객용,운행중,20031101,20031101,8,1,6
4670,서울특별시 강남구 도산대로96길 19-9,(청담동),20240715,20250714,신양빌딩,0013761,승객용,운행중,20030715,20030715,11,1,6
4671,서울특별시 강남구 논현로85길 5-14,(역삼동),20240903,20250902,아린빌딩,0046633,승객용,운행중,20030625,20030625,8,1,7
4672,서울특별시 강남구 압구정로79길 26,(청담동),20240510,20250509,청담문화센터,0045770,장애인용,운행중,19910601,20240510,10,1,9
4673,서울특별시 강남구 강남대로128길 75,(논현동),20230917,20240916,엘리인코,0046763,승객용,운행중,20030715,20030715,9,1,7
4674,서울특별시 강남구 삼성로 342,(대치동),20240917,20250916,(주)세정서울지사,0066285,전망용,운행중,20030917,20030917,17,1.75,13
4675,서울특별시 강남구 압구정로 151,(압구정동),20240528,20250527,압구정신현대아파트,0014412,승객용,운행중,19820601,20030827,17,1,12
4676,서울특별시 강남구 선릉로 565,(역삼동),20231016,20241015,한국빌딩,0075817,승객용,운행중,20030825,20030825,11,1,7
4677,서울특별시 강남구 영동대로 602,(삼성동),20240422,20250421,미켈란107(대교디엔에스),0075870,장애인용,운행중,20031014,20031014,13,1.75,12
4678,서울특별시 강남구 논현로149길 29,(논현동),20231206,20241205,가나타워,0076678,승객용,운행중,20031001,20031001,11,1,6
4679,서울특별시 강남구 논현로 412,(역삼동),20231006,20241005,프라임빌딩,0067169,장애인용,운행중,20030906,20030906,15,1.5,6
4680,서울특별시 강남구 논현로 412,(역삼동),20231006,20241005,프라임빌딩,0067170,승객용,운행중,20030906,20030906,15,1.5,6
4681,서울특별시 강남구 삼성로 342,(대치동),20240917,20250916,(주)세정서울지사,0066286,전망용,운행중,20030917,20030917,17,1.75,13
4682,서울특별시 강남구 선릉로76길 7,(대치동),20240909,20250908,제이에이치빌딩,0065767,승객용,운행중,20030909,20030909,9,1,5
4683,서울특별시 강남구 광평로 301-4,(수서동),20231213,20241212,수서동주민센터,0079364,장애/전망용,운행중지(검사연기),20031121,20031121,9,1,3
4684,서울특별시 강남구 도곡로2길 10,(도곡동),20231207,20241206,뱅뱅별관빌딩,0078049,장애인용,운행중,20031104,20031104,13,1,8
4685,서울특별시 강남구 테헤란로 151,(역삼동),20231002,20241001,역삼하이츠빌딩,0067944,전망용,운행중,20021002,20021002,17,2.5,19
4686,서울특별시 강남구 논현로77길 5,(역삼동),20240706,20250705,효제빌딩,0045863,승객용,운행중,20021021,20021021,9,1,6
4687,서울특별시 강남구 언주로71길 9,(역삼동),20240425,20250424,운암빌딩,0010591,승객용,운행중,20021206,20021206,8,1,6
4688,서울특별시 강남구 언주로63길 30,(역삼동),20240507,20250506,갤러리아트,0009066,장애인용,운행중,20021211,20021211,13,1,6
4689,서울특별시 강남구 선릉로76길 5-14,(대치동),20240508,20250507,오페라하우스,0009928,승객용,운행중,20021009,20021009,8,1,6
4690,서울특별시 강남구 언주로30길 26,(도곡동),20230930,20240929,타워팰리스3차,0087387,장애인용,운행중,20020930,20020930,17,2,15
4691,서울특별시 강남구 학동로56길 47,(삼성동),20231004,20241003,삼성빌리지,0065378,승객용,운행중,20021007,20021007,8,1,6
4692,서울특별시 강남구 테헤란로25길 39,(역삼동),20240402,20250401,엠케이(M.K)빌딩,0009950,승객용,운행중,20021014,20021014,8,1,6
4693,서울특별시 강남구 선릉로190길 64,(청담동),20240206,20250205,연세리버테라스관리단,0033372,장애인용,운행중,20021023,20021023,15,1.5,12
4694,서울특별시 강남구 언주로87길 43,(역삼동),20231101,20241031,에벤에셀,0075026,장애인용,운행중,20021018,20021018,13,1,9
4696,서울특별시 강남구 강남대로126길 42,(논현동),20240115,20250114,논현빌,0078471,승객용,운행중,20021105,20021105,8,1,5
4697,서울특별시 강남구 언주로 727,(논현동),20240708,20250707,트리스빌딩,0009418,승객용,운행중,20011129,20220708,15,1.75,13
4698,서울특별시 강남구 역삼로17길 55,(역삼동),20231022,20241021,전국개인택시회관,0075399,장애인용,운행중,20021022,20021022,13,1,7
4699,서울특별시 강남구 강남대로118길 26,(논현동),20240508,20250507,성신빌딩,0077759,승객용,운행중,20021023,20230202,9,1,5
4700,서울특별시 강남구 도산대로51길 40,(신사동),20240528,20250527,원방빌딩2,0077169,승객용,운행중,20021005,20021005,8,1,5
4701,서울특별시 강남구 논현로 641,(논현동),20230921,20240920,논현동대우아이빌힐타운,0078397,장애인용,운행중,20021227,20021227,17,1,10
4702,서울특별시 강남구 논현로 641,(논현동),20230921,20240920,논현동대우아이빌힐타운,0078396,승객용,운행중,20021227,20021227,17,1,10
4703,서울특별시 강남구 언주로 843,(신사동),20231109,20241108,(유)우영에스엠제이,0007514,전망용,운행중,19971202,20021111,15,1,5
4704,서울특별시 강남구 삼성로75길 40,(대치동),20240411,20250410,세종빌딩,0008497,승객용,운행중,20021119,20021119,8,1,6
4705,서울특별시 강남구 테헤란로5길 36,(역삼동),20240425,20250424,풍림지오빌,0075629,장애인용,운행중,20021111,20021111,15,1,10
4706,서울특별시 강남구 압구정로71길 10,(청담동),20240627,20250626,지감빌딩,0033086,승객용,운행중,20030108,20030108,11,1,6
4707,서울특별시 강남구 논현로150길 13,(논현동),20240123,20250122,DDA빌딩,0007838,승객용,운행중,20030123,20030123,11,1,8
4708,서울특별시 강남구 논현로75길 15,(역삼동),20231114,20241113,수양빌딩,0076408,승객용,운행중,20031114,20031114,6,1,6
4709,서울특별시 강남구 학동로 133,(논현동),20231023,20241022,동암빌딩,0067524,장애인용,운행중,20031023,20031023,17,1,10
4710,서울특별시 강남구 테헤란로 지하 340,(삼성동),20240619,20250618,서울교통공사2호선선릉역,0066856,장애인용,운행중,20030902,20030902,15,0.75,2
4711,서울특별시 강남구 선릉로92길 37-5,(삼성동),20231216,20241215,JS무인텔,0101726,장애인용,운행중,20030925,20030925,13,1,9
4712,서울특별시 강남구 학동로31길 13,(논현동),20241014,20251013,논현동 86-15,0066276,장애인용,운행중,20030902,20241014,12,1,6
4713,서울특별시 강남구 선릉로76길 20,(대치동),20240922,20250921,유영빌딩,0067375,승객용,운행중,20030922,20030922,8,1,6
4714,서울특별시 강남구 논현로95길 28,(역삼동),20230922,20240921,우정하우스,0066320,승객용,운행중,20030922,20030922,9,1,5
4715,서울특별시 강남구 학동로50길 47,(논현동),20231211,20241210,이모스빌딩,0067371,승객용,운행중,20030926,20030926,9,1,5
4716,서울특별시 강남구 압구정로14길 24,(신사동),20230731,20240730,분홍빌딩,0075555,승객용,운행중,20030929,20030929,9,1,6
4717,서울특별시 강남구 논현로140길 8,(논현동),20240105,20250104,아산빌딩,0007527,승객용,운행중,20040105,20040105,11,1,6
4718,서울특별시 강남구 학동로 437-5,"(청담동, 청담파크빌)",20231217,20241216,청담파크빌,0057749,승객용,운행중,20040105,20040105,11,1,7
4719,서울특별시 강남구 테헤란로55길 25,(역삼동),20220926,20230925,JK빌딩,0066457,승객용,운행중,20030926,20030926,9,1,7
4720,서울특별시 강남구 테헤란로 317,(역삼동),20231205,20241204,동훈타워,0077206,소방구조용,운행중,20030922,20030922,15,2.5,28
4721,서울특별시 강남구 봉은사로 410,(삼성동),20210416,20220415,라마다서울호텔,0101160,승객용,운행중지(검사연기),19860601,20031016,15,1.5,14
4722,서울특별시 강남구 강남대로118길 28,(논현동),20240113,20250112,논현동빌딩,0007523,승객용,운행중,20040113,20040113,6,1,5
4723,서울특별시 강남구 역삼로78길 15,(대치동),20240112,20250111,이그마21,0007706,승객용,운행중,20040112,20040112,8,1,6
4724,서울특별시 강남구 논현로111길 40,(논현동),20231213,20241212,동은빌딩,0077154,승객용,운행중,20031013,20031013,8,1,5
4725,서울특별시 강남구 테헤란로113길 7,(삼성동),20240213,20250212,백암아트센타,0033803,승객용,운행중,20040213,20040213,15,1,9
4726,서울특별시 강남구 테헤란로113길 7,(삼성동),20240213,20250212,백암아트센타,0033804,장애인용,운행중,20040213,20040213,15,1,10
4727,서울특별시 강남구 논현로95길 29-5,(역삼동),20231029,20241028,금하빌딩,0067817,승객용,운행중,20031029,20031029,10,1,7
4728,서울특별시 강남구 테헤란로68길 15,(대치동),20240228,20250227,대치우정에쉐르2차,0033851,장애인용,운행중,20040209,20040209,15,1,11
4729,서울특별시 강남구 선릉로 525,(역삼동),20241007,20251006,인포스톰빌딩,0046065,장애인용,운행중,20031007,20031007,17,1,7
4730,서울특별시 강남구 압구정로4길 27-8,(신사동),20231013,20241012,문정빌딩,0066970,승객용,운행중,20031113,20031113,8,1,5
4731,서울특별시 강남구 압구정로2길 60,(신사동),20231024,20241023,M.G.빌딩,0067067,장애인용,운행중,20031017,20031017,17,1,9
4732,서울특별시 강남구 학동로12길 28,(논현동),20231031,20241030,BJ빌,0067926,승객용,운행중,20031031,20031031,6,1,5
4733,서울특별시 강남구 언주로30길 26,(도곡동),20240608,20250607,삼성생명도곡3사옥,0079642,장애인용,운행중,20031110,20031110,24,2.5,8
4734,서울특별시 강남구 언주로30길 26,(도곡동),20240608,20250607,삼성생명도곡3사옥,0079643,승객용,운행중,20031110,20031110,24,2.5,8
4735,서울특별시 강남구 강남대로 308,(역삼동),20240402,20250401,강남랜드마크타워,0035238,소방구조용,운행중,20040220,20040220,20,2.5,31
4736,서울특별시 강남구 학동로23길 7,(논현동),20231104,20241103,세운빌딩,0076998,승객용,운행중,20031104,20031104,9,1,6
4737,서울특별시 강남구 도곡로 221,(역삼동),20240525,20250524,셀라빌딩,0101441,장애인용,운행중,20030808,20030808,13,1,7
4738,서울특별시 강남구 역삼로14길 11,(역삼동),20231121,20241120,신화빌딩,0077215,승객용,운행중,20031121,20031121,8,1,7
4739,서울특별시 강남구 역삼로37길 11-10,(역삼동),20231127,20241126,라임빌,0077481,승객용,운행중,20031127,20031127,9,1,5
4740,서울특별시 강남구 테헤란로 124,(역삼동),20240715,20250714,삼원타워,0066443,승객용,운행중,19851207,20210329,15,3,11
4741,서울특별시 강남구 학동로8길 10,(논현동),20231127,20241126,은솔빌딩,0077526,승객용,운행중,20031127,20031127,8,1,6
4742,서울특별시 강남구 강남대로126길 63,(논현동),20231127,20241126,굿라이프빌딩,0077357,승객용,운행중,20031127,20031127,10,1,7
4743,서울특별시 강남구 봉은사로 524,(삼성동),20240602,20250601,코엑스인터콘티넨탈호텔,0065824,장애인용,운행중,19990827,19990827,20,4,28
4744,서울특별시 강남구 논현로119길 5,(논현동),20230810,20240809,논현성당,0067523,승객용,운행중,19971010,20160729,10,1,4
4745,서울특별시 강남구 압구정로29길 71,(압구정동),20240522,20240831,압구정현대APT,0100612,승객용,운행중,19960125,19960125,16,1,12
4746,서울특별시 강남구 압구정로29길 71,(압구정동),20240209,20240808,압구정현대APT,0100626,승객용,운행중,19960124,19960124,10,1,12
4747,서울특별시 강남구 압구정로29길 71,(압구정동),20240315,20240914,압구정현대APT,0100641,승객용,운행중,19960125,19960125,10,1,12
4748,서울특별시 강남구 압구정로29길 71,(압구정동),20240315,20240914,압구정현대APT,0100644,승객용,운행중,19960125,19960125,10,1,12
4749,서울특별시 강남구 압구정로29길 71,(압구정동),20240330,20240929,압구정현대APT,0100651,승객용,운행중,19960125,19960125,10,1,12
4750,서울특별시 강남구 테헤란로 201,(역삼동),20240623,20241222,(주)아주 아주빌딩 ,0008557,소방구조/장애인용,운행중,19981109,19981109,15,3,28
4751,서울특별시 강남구 양재대로55길 12,(일원동),20240517,20250516,수서아파트,0072586,승객용,운행중,19920601,20130914,15,1.5,6
4752,서울특별시 강남구 양재대로55길 12,(일원동),20240517,20250516,수서아파트,0072683,승객용,운행중,19920601,20131118,15,1.5,6
4753,서울특별시 강남구 양재대로55길 12,(일원동),20240517,20250516,수서아파트,0072588,승객용,운행중,19920601,20130914,15,1.5,12
4754,서울특별시 강남구 테헤란로87길 46,(삼성동),20240729,20250728,한무컨벤션 별관,0065505,승객용,운행중,19991210,20220729,21,2,10
4755,서울특별시 강남구 테헤란로 614,(대치동),20240626,20241225,(주)슈페리어,0056827,승객용,운행중,19961224,19961224,11,1.75,13
4756,서울특별시 강남구 테헤란로 522,(대치동),20231205,20241204,홍우빌딩,0101703,소방구조용,운행중,19920615,20160108,13,1.75,20
4757,서울특별시 강남구 도곡로78길 22,(대치동),20240801,20250731,대치삼성아파트,0065684,소방구조/장애인용,운행중,19991230,20220906,13,1.75,16
4758,서울특별시 강남구 도곡로78길 22,(대치동),20240801,20250731,대치삼성아파트,0065676,소방구조/장애인용,운행중,19991229,20220906,13,1.75,18
4759,서울특별시 강남구 도곡로78길 22,(대치동),20240801,20250731,대치삼성아파트,0065672,소방구조/장애인용,운행중,19991228,20221018,13,1.75,25
4760,서울특별시 강남구 도곡로78길 22,(대치동),20230801,20240731,대치삼성아파트,0065683,장애인용,운행중,19991230,20220801,13,1.5,11
4761,서울특별시 강남구 도곡로78길 22,(대치동),20230801,20240731,대치삼성아파트,0065668,장애인용,운행중,19991228,20220801,13,1.5,13
4762,서울특별시 강남구 도곡로78길 22,(대치동),20230801,20240731,대치삼성아파트,0065681,소방구조/장애인용,운행중,19991230,20220906,13,1.75,22
4763,서울특별시 강남구 언주로98길 7,(역삼동),20240318,20250317,남정빌딩,0034000,승객용,운행중,19930726,20210318,6,1,5
4764,서울특별시 강남구 테헤란로 534,(대치동),20240312,20240911,글라스타워(GLASSTOWER),0066841,소방구조용,운행중,19950601,19950601,20,3,39
4765,서울특별시 강남구 테헤란로 534,(대치동),20240312,20240911,글라스타워(GLASSTOWER),0066842,소방구조용,운행중,19950601,19950601,20,3,40
4766,서울특별시 강남구 테헤란로103길 17,(삼성동),20240514,20250513,정석빌딩,0033011,승객용,운행중,19991222,20210514,15,1.75,10
4767,서울특별시 강남구 논현로71길 8,(역삼동),20240109,20250108,로토빌딩,0078799,승객용,운행중,20011218,20011218,11,1,7
4768,서울특별시 강남구 강남대로94길 51-8,(역삼동),20230914,20240913,덕수빌딩,0078587,승객용,운행중,20011229,20230914,7,1,4
4769,서울특별시 강남구 강남대로126길 46,(논현동),20240316,20250315,로이드하우스,0008689,승객용,운행중,20020125,20020125,8,1,5
4770,서울특별시 강남구 언주로 508,(역삼동),20231130,20241129,서울상록회관,0008875,승객용,운행중,19910319,20171228,20,1.75,7
4771,서울특별시 강남구 논현로111길 18,(논현동),20240215,20250214,에센빌딩,0079160,승객용,운행중,20011228,20240215,6,1,5
4772,서울특별시 강남구 강남대로94길 55-4,(역삼동),20240208,20250207,한올빌딩,0056878,승객용,운행중,20020108,20020108,8,1,6
4773,서울특별시 강남구 학동로23길 22,(논현동),20240715,20250714,조광빌딩,0078381,승객용,운행중,20011218,20011218,13,1,7
4774,서울특별시 강남구 도산대로85길 52,(청담동),20240105,20250104,상지리치빌6차,0101706,승객용,운행중,20011227,20011227,11,1,9
4775,서울특별시 강남구 역삼로 157,(역삼동),20240124,20250123,중평빌딩,0008000,승객용,운행중,20020115,20020115,11,1,8
4776,서울특별시 강남구 학동로31길 12,(논현동),20240214,20250213,벤쳐캐슬,0007757,장애인용,운행중,20020125,20020125,17,1,9
4777,서울특별시 강남구 논현로159길 16,(신사동),20240322,20250321,동보빌딩,0009329,승객용,운행중,20020209,20020209,8,1,5
4778,서울특별시 강남구 강남대로98길 20,(역삼동),20240228,20250227,플라타너스빌딩,0009272,승객용,운행중,20020209,20020209,11,1,7
4779,서울특별시 강남구 도곡로 429,(대치동),20240108,20250107,강대마이맥,0007969,장애인용,운행중,20020202,20240108,13,1.5,9
4780,서울특별시 강남구 선릉로76길 5-10,(대치동),20240716,20250715,팔래스빌,0009929,장애인용,운행중,20020321,20020321,11,1,6
4781,서울특별시 강남구 테헤란로53길 22,(역삼동),20230323,20240322,성인빌딩,0008718,승객용,운행중,20020204,20020204,8,1,5
4782,서울특별시 강남구 압구정로39길 20,(압구정동),20240208,20250207,압구정고등학교,0009286,장애인용,운행중,20020220,20230208,13,1,4
4783,서울특별시 강남구 언주로79길 5,(역삼동),20240219,20250218,노블레스빌딩,0008758,승객용,운행중,20020219,20020219,8,1,6
4784,서울특별시 강남구 압구정로29길 71,(압구정동),20240720,20241122,압구정현대APT,0100622,승객용,운행중,19960124,19960124,10,1,12
4785,서울특별시 강남구 압구정로29길 71,(압구정동),20240620,20241122,압구정현대APT,0100620,승객용,운행중,19960124,19960124,10,1,12
4786,서울특별시 강남구 압구정로29길 71,(압구정동),20240210,20240809,압구정현대APT,0100619,승객용,운행중,19960124,19960124,10,1,12
4787,서울특별시 강남구 언주로141길 6,(논현동),20240615,20241214,(주)백향,0033640,승객용,운행중,19910601,19910601,10,1,8
4788,서울특별시 강남구 도산대로55길 20,(청담동),20230822,20240821,팔로알토,0088030,승객용,운행중,19910601,20210208,7,1,5
4789,서울특별시 강남구 테헤란로33길 13-12,(역삼동),20240713,20250712,더뮤즈,0010116,승객용,운행중,19910304,20200713,7,1,5
4790,서울특별시 강남구 강남대로94길 70,(역삼동),20240612,20250611,청림빌딩,0075315,승객용,운행중,19911115,20201126,10,1,6
4791,서울특별시 강남구 논현로 218,(도곡동),20240805,20250204,역삼삼익아파트,0057535,승객용,운행중,19830601,19830601,8,1,13
4792,서울특별시 강남구 논현로 218,(도곡동),20240805,20250204,역삼삼익아파트,0057538,승객용,운행중,19830601,19830601,8,1,13
4793,서울특별시 강남구 테헤란로 425,(삼성동),20231026,20241025,신일빌딩 HJ자산개발,0105321,장애인용,운행중,19931027,20141222,15,2.5,14
4794,서울특별시 강남구 테헤란로 425,(삼성동),20231026,20241025,신일빌딩 HJ자산개발,0110490,소방구조용,운행중,19931027,20141014,8,1.75,19
4795,서울특별시 강남구 테헤란로16길 9, (역삼동),20240302,20250301,주동빌딩,0008717,승객용,운행중,19960111,20200302,6,1,5
4796,서울특별시 강남구 선릉로94길 7,(삼성동),20240517,20250516,덕우빌딩,0075976,승객용,운행중,19930601,20210510,12,1,9
4797,서울특별시 강남구 선릉로82길 28,(대치동),20240715,20250714,청록빌딩,0009207,승객용,운행중,19960201,20200529,7,1,7
4798,서울특별시 강남구 강남대로48길 23,(도곡동),20231116,20241115,호정빌딩,0076491,승객용,운행중,19930601,20211116,6,1,6
4799,서울특별시 강남구 남부순환로 2730,(도곡동),20240630,20250629,비엠빌딩,0008545,승객용,운행중,19910614,20210630,8,1,7
4800,서울특별시 강남구 역삼로 151,(역삼동),20240623,20241222,삼오빌딩,0088085,승객용,운행중,19910312,19910312,10,1,9
4801,서울특별시 강남구 삼성로 767,(청담동),20230902,20240901,고미사빌딩,0033297,승객용,운행중,19920601,20220902,6,1,5
4803,서울특별시 강남구 테헤란로 108,(역삼동),20240103,20250102,영림빌딩,0109137,장애인용,운행중,19840601,20230103,13,1.5,11
4804,서울특별시 강남구 논현로14길 7,(개포동),20240713,20250112,영풍빌딩,0009074,승객용,운행중,19920601,19920601,4,1,5
4805,서울특별시 강남구 학동로 213,(논현동),20240620,20241219,제현빌딩,0009044,승객용,운행중,19910601,19910601,8,1,5
4806,서울특별시 강남구 테헤란로 521,(삼성동),20240122,20250121,그랜드 인터컨티넨탈 서울 파르나스,0076957,소방구조용,운행중,19880601,20160330,20,2.5,35
4807,서울특별시 강남구 선릉로 801,(신사동),20240303,20250302,배강빌딩,0049366,승객용,운행중,19950802,20130322,17,1.75,13
4808,서울특별시 강남구 논현로 727,(논현동),20240713,20250712,신명빌딩,0076066,승객용,운행중,19950601,20180713,11,1,7
4809,서울특별시 강남구 테헤란로 508,(대치동),20240127,20250126,해성2빌딩,0067643,승객용,운행중,19950601,20210430,18,3,18
4810,서울특별시 강남구 테헤란로 508,(대치동),20240127,20250126,해성2빌딩,0067641,장애인용,운행중,19950601,20210127,20,3,18
4811,서울특별시 강남구 테헤란로 508,(대치동),20240127,20250126,해성2빌딩,0067642,승객용,운행중,19950601,20210127,20,3,18
4812,서울특별시 강남구 테헤란로 508,(대치동),20240127,20250126,해성2빌딩,0067646,승객용,운행중,19950601,20210430,18,3,23
4813,서울특별시 강남구 학동로 206,(논현동),20240425,20241024,동화빌딩,0034838,승객용,운행중,19950601,19950601,20,1,8
4814,서울특별시 강남구 테헤란로 424,(대치동),20240117,20250116,대치타워,0107505,승객용,운행중,19950830,20150320,17,3.5,10
4815,서울특별시 강남구 테헤란로 424,(대치동),20240117,20250116,대치타워,0107787,승객용,운행중,19950830,20150731,17,3.5,10
4816,서울특별시 강남구 테헤란로 424,(대치동),20240117,20250116,대치타워,0107506,승객용,운행중,19950831,20150320,17,3,12
4817,서울특별시 강남구 논현로63길 51,(역삼동),20231117,20241116,미림빌딩,0008769,승객용,운행중,19950227,20201007,7,1,4
4818,서울특별시 강남구 도산대로81길 61,(청담동),20230819,20240818,신동아빌라트,0008828,승객용,운행중,19950227,20200819,15,1,10
4819,서울특별시 강남구 개포로36길 18,(개포동),20240507,20250506,벽산빌라,0046599,승객용,운행중,19950310,20240507,7,1,5
4820,서울특별시 강남구 논현로36길 20,(도곡동),20240605,20250604,동운빌딩,0011289,장애인용,운행중,19950601,20200508,10,1,7
4821,서울특별시 강남구 영동대로112길 42,(삼성동),20240813,20250812,인우빌딩,0033688,승객용,운행중,19950228,20200813,9,1,7
4822,서울특별시 강남구 역삼로98길 23,(대치동),20240702,20250701,(주)태범,0008845,장애인용,운행중,19950601,20190702,13,1.5,10
4823,서울특별시 강남구 역삼로98길 23,(대치동),20240702,20250701,(주)태범,0008846,승객용,운행중,19950601,20190702,10,1.5,6
4824,서울특별시 강남구 도산대로49길 10-2,(신사동),20240430,20241029,월정빌딩,0067018,승객용,운행중,19970908,19970908,8,1,5
4825,서울특별시 강남구 학동로 311,(논현동),20240507,20250506,미성개발빌딩,0101082,승객용,운행중,19940801,20210507,12,1.5,8
4826,서울특별시 강남구 남부순환로 2633,(도곡동),20240715,20250714,강남베드로병원,0010916,승객용,운행중,20020705,20220715,10,1,9
4827,서울특별시 강남구 영동대로 513,(삼성동),20240504,20250503,트레이드타워,0067237,승객용,운행중,19880601,20160610,24,3,18
4828,서울특별시 강남구 영동대로 513,(삼성동),20240504,20250503,트레이드타워,0067235,승객용,운행중,19880601,20160809,24,3,18
4829,서울특별시 강남구 일원로9길 42,(일원동),20240710,20250709,(주)욱진양행,0066871,승객용,운행중,19920601,20201103,7,1,5
4830,서울특별시 강남구 선릉로 514,(삼성동),20231228,20241227,성원타워,0011090,승객용,운행중,19920601,20181228,17,3,18
4831,서울특별시 강남구 선릉로 514,(삼성동),20231228,20241227,성원타워,0011089,승객용,운행중,19920601,20190214,17,3,18
4832,서울특별시 강남구 선릉로 514,(삼성동),20231228,20241227,성원타워,0011087,승객용,운행중,19920601,20190214,17,3,22
4833,서울특별시 강남구 선릉로 514,(삼성동),20231228,20241227,성원타워,0011088,승객용,운행중,19920601,20181228,17,3,22
4834,서울특별시 강남구 선릉로 514,(삼성동),20231228,20241227,성원타워,0011091,승객용,운행중,19920601,20190404,17,3,16
4835,서울특별시 강남구 테헤란로64길 24,(대치동),20240426,20241025,글로벌택슨,0077400,승객용,운행중,19920601,19920601,8,1,7
4836,서울특별시 강남구 영동대로 513,(삼성동),20231107,20241106,트레이드타워,0067253,승객용,운행중,19880601,20171107,20,6,18
4837,서울특별시 강남구 영동대로 513,(삼성동),20240504,20250503,트레이드타워,0067251,승객용,운행중,19880601,20180510,20,6,19
4838,서울특별시 강남구 영동대로 513,(삼성동),20240207,20250206,트레이드타워,0067248,승객용,운행중,19880601,20180208,20,6,19
4839,서울특별시 강남구 영동대로 513,(삼성동),20240504,20250503,트레이드타워,0067240,승객용,운행중,19880601,20170808,23,6,22
4840,서울특별시 강남구 영동대로 513,(삼성동),20240504,20250503,트레이드타워,0067238,승객용,운행중,19880601,20160610,24,3,18
4841,서울특별시 강남구 영동대로 513,(삼성동),20231107,20241106,트레이드타워,0067257,소방구조/장애인용,운행중,19880601,20160113,24,3,56
4842,서울특별시 강남구 영동대로 513,(삼성동),20231107,20241106,트레이드타워,0067254,전망용,운행중,19880601,20151012,19,2,4
4843,서울특별시 강남구 영동대로 513,(삼성동),20240504,20250503,트레이드타워,0067245,승객용,운행중,19880601,20170510,23,6,22
4844,서울특별시 강남구 영동대로 513,(삼성동),20240504,20250503,트레이드타워,0067244,승객용,운행중,19880601,20170510,23,6,22
4845,서울특별시 강남구 논현로 218,(도곡동),20240805,20250204,역삼삼익아파트,0057534,승객용,운행중,19830601,19830601,8,1,13
4846,서울특별시 강남구 테헤란로87길 21,(삼성동),20230920,20240919,동성교역(주),0066543,소방구조용,운행중,19901031,20170831,8,1.5,18
4847,서울특별시 강남구 언주로151길 8,(신사동),20230905,20240904,우노빌딩,0046001,승객용,운행중,20030703,20230905,7,1,8
4848,서울특별시 강남구 선릉로157길 23-5,(신사동),20240325,20250324,인백스아이앤씨빌딩,0010267,승객용,운행중,20030325,20030325,9,1,5
