발생일자,건물명,승강기고유번호,주소,사고구분
2010-01-10,그랜드백화점일산점,3805027,경기도 고양시 일산서구 중앙로 1436 (주엽동),중대사고
2010-01-15,21센츄리시티,8050338,부산광역시 남구 수영로 312 (대연동),중대사고
2010-01-20,(주)E-MART금정점,8800437,부산광역시 금정구 중앙대로1841번길 24 (구서동),중대사고
2010-01-22,광복지하도상가,8803411,부산광역시 중구 중앙대로 17 광복지하도상가,중대사고
2010-01-23,한국철도공사부산지사밀양역,8801658,경상남도 밀양시 중앙로 62  (가곡동),중대사고
2010-01-29,대구도시철도공사1호선 대곡역,6800039,대구광역시 달서구 비슬로 지하 2718 (대곡동),중대사고
2010-01-31,한국철도공사서울본부일산선주엽역,3805060,경기도 고양시 일산서구 중앙로 지하1432 (주엽동),중대사고
2010-02-03,일정골든타워아파트,4009265,강원도 동해시 해안로 449 (부곡동),중대사고
2010-02-06,온천 SK HUB SKY,8803084,부산광역시 동래구 중앙대로 1523 (온천동),중대사고
2010-02-09,파주두손비채,3801697,경기도 파주시 책향기로 423  (동패동),중대사고
2010-02-09,롯데쇼핑(주)롯데마트 화정점,3801636,경기도 고양시 덕양구 화중로 66 (화정동),중대사고
2010-02-10,롯데마트장유점,8801716,경상남도 김해시 번화1로56번길 15 (대청동),중대사고
2010-02-11,광주터미널 E프라자,3802090,경기도 광주시 광주대로 30 (경안동),중대사고
2010-02-11,롯데쇼핑(주)롯데마트성정점,5802466,충청남도 천안시 서북구 성정두정로 1 (성정동),중대사고
2010-02-11,롯데마트천안점,5802506,충청남도 천안시 서북구 월봉로 95 (쌍용동),중대사고
2010-02-18,영라이프빌딩,2078128,경기도 부천시 길주로 183 (중동),중대사고
2010-03-07,부산교통공사 부암역,8801233,부산광역시 부산진구 가야대로 지하 719 (부암동),중대사고
2010-03-07,지오플레이스,8800136,부산광역시 부산진구 동천로 4 (전포동),중대사고
2010-03-09,화인태양아파트,8040556,경상남도 창원시 마산회원구 내서읍 광려천북로 206 (화인태양맨션),중대사고
2010-03-10,(주)이마트감삼점,6803204,대구광역시 달서구 와룡로 143 (감삼동),중대사고
2010-03-10,대구도시철도공사2호선 감삼역,6800253,대구광역시 달서구 달구벌대로 지하1665 (감삼동),중대사고
2010-03-22,롯데마트-의왕점,3801137,경기도 의왕시 계원대학로 7 (내손동),중대사고
2010-03-22,홈플러스(주)김포풍무점,3807933,경기도 김포시 풍무로 167 (풍무동),중대사고
2010-03-23,김천역사,6800875,경상북도 김천시 김천로 111 (평화동),중대사고
2010-03-29,홈플러스테스코(주)서면점,8800588,부산광역시 부산진구 동천로 4 (전포동),중대사고
2010-03-31,홈플러스(주)평촌점,3801910,경기도 안양시 동안구 동안로 162 (비산동),중대사고
2010-03-31,롯데마트노은점,5802928,대전광역시 유성구 북유성대로 206 (하기동),중대사고
2010-03-31,홈플러스 상동점,3806534,경기도 부천시 길주로 118 (상동),중대사고
2010-04-01,이마트진주점,8801987,경상남도 진주시 진양호로 477 (인사동),중대사고
2010-04-05,부산교통공사 3호선망미역,8803002,부산광역시 수영구 연수로 337 (망미동),중대사고
2010-04-07,롯데마트장암점,3800066,경기도 의정부시 장곡로 224 (장암동),중대사고
2010-04-08,수안조성하이츠아파트,8047884,부산광역시 동래구 온천천로 273 (수안동),중대사고
2010-04-11,롯데마트구리점,3800190,경기도 구리시 동구릉로136번길 57 (인창동),중대사고
2010-04-14,대구도시철도공사2호선 감삼역,6800261,대구광역시 달서구 달구벌대로 지하1665 (감삼동),중대사고
2010-04-17,부산교통공사 서면역 1호선,8800013,부산광역시 부산진구 중앙대로 730 (부전동),중대사고
2010-04-19,현대백화점 본점,0079202,서울특별시 강남구 압구정로 165 (압구정동),중대사고
2010-04-28,롯데쇼핑(주)롯데마트연수점,3803121,인천광역시 연수구 청능대로 87 (청학동),중대사고
2010-05-02,홈플러스테스코(주)서면점,8800591,부산광역시 부산진구 동천로 4 (전포동),중대사고
2010-05-03,메가스타,6802552,대구광역시 달서구 성서로 414 (이곡동),중대사고
2010-05-05,아이즈빌아울렛,3803031,인천광역시 부평구 마장로 489 (청천동),중대사고
2010-05-05,메트로센터,,대구광역시 중구 달구벌대로 지하 2100 (덕산동),중대사고
2010-05-18,안산NC백화점,3802430,경기도 안산시 단원구 광덕대로 194 (고잔동),중대사고
2010-05-18,(주)이마트양주점,3800132,경기도 양주시 평화로 1713 (회정동),중대사고
2010-05-22,롯데마트수지점,3804880,경기도 용인시 기흥구 진산로 116 (보정동),중대사고
2010-05-23,롯데마트통영점,8802027,경상남도 통영시 무전대로 65 (무전동),중대사고
2010-05-23,뉴코아아울렛창원점,8801786,경상남도 창원시 의창구 창원대로397번길 6 (팔용동),중대사고
2010-05-24,롯데쇼핑(주)롯데마트연수점,3803119,인천광역시 연수구 청능대로 87 (청학동),중대사고
2010-05-26,서울교통공사6호선구산역,1800592,서울특별시 은평구 연서로 지하 137-1 (구산동),중대사고
2010-06-01,을지대학교병원,5802901,대전광역시 서구 둔산서로 95 (둔산동),중대사고
2010-06-01,HDC아이파크몰(주),1800672,서울특별시 용산구 한강대로23길 55  (한강로3가),중대사고
2010-06-03,장항선온양온천역사,5802812,충청남도 아산시 온천대로 1496 (온천동),중대사고
2010-06-03,(주)이마트용인점,3804710,경기도 용인시 처인구 명지로 53 (역북동),중대사고
2010-06-03,이마트동인천점,3806682,인천광역시 중구 인중로 134 (신생동),중대사고
2010-06-05,(주)뉴코아아울렛 광명점,3801734,경기도 광명시 하안로287번길 8 (하안동),중대사고
2010-06-16,(주)안스460,0028650,서울특별시 노원구 노해로 460 (상계동),중대사고
2010-06-20,메가스타,6802555,대구광역시 달서구 성서로 414 (이곡동),중대사고
2010-06-22,(주)신세계이마트경기광주점,3802090,경기 광주시 경안동 20번지 446호 33필지 ,중대사고
2010-06-26,(주)이마트트레이더스서면점,8803099,부산광역시 부산진구 시민공원로 31 (부암동),중대사고
2010-06-28,대구도시철도공사2호선 성서산업단지역,6800202,대구광역시 달서구 달구벌대로 지하 1280  (이곡동),중대사고
2010-06-29,세영리첼아파트,7026199,전라북도 군산시 수송동로 100 (수송동),중대사고
2010-07-02,서울교통공사5호선서대문역,1800350,서울특별시 종로구 통일로 지하 126  (평동),중대사고
2010-07-03,서울교통공사4호선명동역,1801054,서울특별시 중구 퇴계로 126 (충무로2가),중대사고
2010-07-06,서울교통공사5호선아차산역,1803348,서울특별시 광진구 천호대로 657 (능동),중대사고
2010-07-07,온천 SK HUB SKY,8803073,부산광역시 동래구 중앙대로 1523 (온천동),중대사고
2010-07-12,마산수협(제빙공장),8027347,경상남도 창원시 마산합포구 수산1길 214 (오동동),중대사고
2010-07-13,그랜드백화점일산점,3805039,경기도 고양시 일산서구 중앙로 1436 (주엽동),중대사고
2010-07-17,롯데VICmarket도봉점,1803118,서울특별시 도봉구 마들로 645 (방학동),중대사고
2010-07-20,(주)신세계센텀시티점,8800290,부산광역시 해운대구 센텀남대로 35 (우동),중대사고
2010-07-24,이마트청주점,5800598,충청북도 청주시 서원구 청남로 1853 (미평동),중대사고
2010-07-24,이마트반야월점,6800363,대구광역시 동구 안심로 389-2 (신서동),중대사고
2010-07-24,경북봉투사,6900252,대구광역시 중구 재마루길 10  (남산동),중대사고
2010-07-30,CGV스케어 (B동),3802145,경기도 성남시 분당구 탄천상로151번길 20 (구미동),중대사고
2010-07-31,한국철도공사서울본부DMC역,1806059,서울특별시 은평구 수색로 193 (수색동),중대사고
2010-08-01,(주)만도,,경기도 평택시 포승읍 하만호길 32 ,중대사고
2010-08-05,롯데쇼핑(주)롯데마트여수점,7800292,전라남도 여수시 국포1로 36 (국동),중대사고
2010-08-09,수성하이츠쇼핑몰,6802221,대구광역시 수성구 수성로 393 (수성동4가),중대사고
2010-08-10,(주)E-MART금정점,8800442,부산광역시 금정구 중앙대로1841번길 24 (구서동),중대사고
2010-08-13,E-MART속초점,4800655,강원도 속초시 설악금강대교로 12 (청호동),중대사고
2010-08-14,부평욱일아파트,2079318,"인천광역시 부평구 부흥로243번길 39 (부평동, 욱일아파트)",중대사고
2010-08-20,홈플러스(주)김포점,3801501,경기도 김포시 중봉로 14 (감정동),중대사고
2010-08-23,롯데마트동두천점,3807682,경기도 동두천시 평화로2169번길 21 (송내동),중대사고
2010-08-23,칠전대우아파트,4002002,"강원도 춘천시 옛경춘로 492 (칠전동, 칠전대우1차아파트)",중대사고
2010-08-25,(주)일성전자,2080800,경기도 부천시 옥산로220번길 15 (도당동),중대사고
2010-08-25,대전도시철도서대전네거리역,5003520,대전광역시 중구 계룡로 지하 889  (용두동),중대사고
2010-09-03,대구도시철도공사1호선 대구역,6802411,대구광역시 북구 칠성남로30길 지하 24  (칠성동2가),중대사고
2010-09-08,산곡한신아파트,,인천광역시 부평구 원적로416번길 20 (산곡동),중대사고
2010-09-11,대구도시철도공사1호선 동촌역,6802425,대구광역시 동구 해동로 지하 197 (검사동),중대사고
2010-09-11,서천역사,5802916,충청남도 서천군 서천읍 서천역길 57 ,중대사고
2010-09-15,박다순빌딩(선라이브가구),,부산광역시 사하구 두송로 177-1 박다순빌딩(선라이브가구),중대사고
2010-09-17,서울교통공사 4호선 남태령역,1802114,서울특별시 서초구 과천대로 지하 816 (방배동),중대사고
2010-09-23,판교역사,5800194,충청남도 서천군 판교면 저산길 8 ,중대사고
2010-10-02,(주)이마트 계양점,3803278,인천광역시 계양구 봉오대로 785 (작전동),중대사고
2010-10-05,서천역사,5802916,충청남도 서천군 서천읍 서천역길 57 ,중대사고
2010-10-11,대구도시철도공사1호선 명덕역,6802391,대구광역시 중구 명덕로 지하 185 (남산동),중대사고
2010-10-18,대구도시철도공사2호선 죽전역,6800234,대구광역시 달서구 달구벌대로 지하 1560 (죽전동),중대사고
2010-10-19,안동병원,6800896,경상북도 안동시 앙실로 11 (수상동),중대사고
2010-10-23,대구도시철도공사2호선 경대병원역,6800195,대구광역시 중구 달구벌대로 지하2190 (삼덕동2가),중대사고
2010-11-03,경원선의정부역,,경기도 의정부시 평화로 525 (의정부동),중대사고
2010-11-04,롯데마트-의왕점,3801129,경기도 의왕시 계원대학로 7 (내손동),중대사고
2010-11-11,(주)이마트명일점,1802902,서울특별시 강동구 고덕로 276 (명일동),중대사고
2010-11-12,경부고속철도 광명역사,3807905,경기도 광명시 광명역로 21 (일직동),중대사고
2010-11-13,(주)JI테크-사고승강기(무적),,경기도 부천시 원미구 부천로198번길 13 (춘의동),중대사고
2010-11-15,온종합병원,8801106,부산광역시 부산진구 가야대로 721 (당감동),중대사고
2010-11-22,홈플러스(주)김포점,3801490,경기도 김포시 중봉로 14 (감정동),중대사고
2010-11-27,(주)이마트동백점,3800987,경기도 용인시 기흥구 동백죽전대로 444 (중동),중대사고
2010-12-06,부산교통공사 연산역,8801186,부산광역시 연제구 중앙대로 지하 1101 (연산동),중대사고
2010-12-08,E-MART강릉점,4800608,강원도 강릉시 경강로 2398-10  (송정동),중대사고
2010-12-08,이마트 경기광주점,3802090,경기도 광주시 광주대로 30 (경안동),중대사고
2010-12-16,한국철도공사경의중앙선왕십리역,1800364,서울특별시 성동구 왕십리로 300 (행당동),중대사고
2010-12-17,롯데VICmarket도봉점,1803116,서울특별시 도봉구 마들로 645 (방학동),중대사고
2010-12-17,롯데VICmarket도봉점,1803116,서울특별시 도봉구 마들로 645 (방학동),중대사고
2010-12-18,태능숯불갈비 - 무적사고승강기,,경기도 의왕시 부곡시장길 50 (삼동),중대사고
2010-12-21,경부선천안역사,5800810,충청남도 천안시 동남구 대흥로 239 (대흥동),중대사고
2010-12-23,부산교통공사3호선숙등역,8803592,부산광역시 북구 만덕대로 79 (덕천동),중대사고
2010-12-23,첨단자이1차아파트,7000625,광주광역시 북구 임방울대로1042번길 14-1 (신용동),중대사고
2010-12-25,롯데마트천안점,5802503,충청남도 천안시 서북구 월봉로 95 (쌍용동),중대사고
2010-12-26,롯데마트군산점,7801468,전라북도 군산시 수송로 185 (수송동),중대사고
2010-12-27,아이온시티,8804508,부산광역시 부산진구 서면로 74 (부전동),중대사고
2010-12-29,(주)이마트용인점,3804715,경기도 용인시 처인구 명지로 53 (역북동),중대사고
