발생일자,건물명,승강기고유번호,주소,사고구분
2017-08-07,늘푸른요양병원,6034877,경상북도 경주시 유림로13번길 155 (용강동),중대사고
2017-08-10,화성남양뉴타운LH9단지,2170374,경기도 화성시 남양읍 남양중앙로 316  (화성남양뉴타운LH9단지),중대사고
2017-08-14,웅신시네아트,8803458,부산광역시 해운대구 해운대로 802 (좌동),중대사고
2017-08-21,(주)이마트 목동점,1803736,서울특별시 양천구 오목로 299 (목동),중대사고
2017-08-23,세신인더스트리(주),8900419,부산광역시 사하구 다산로225번길 20 (장림동),중대사고
2017-08-26,"신도2,3차아파트",2064282,"경기도 의정부시 경의로132번길 80 (의정부동, 신도아파트)",중대사고
2017-09-05,강변아파트,4003222,강원도 동해시 전천로 175-24 (이도동，강변아파트),중대사고
2017-09-19,한국철도공사경의중앙선덕소역,3807639,경기도 남양주시 와부읍 덕소로 56 ,중대사고
2017-10-21,김해율하한림풀에버,8073601,경상남도 김해시 율하3로 100 (관동동),중대사고
2017-11-12,에스케이브로드밴드(주),2051652,경기도 안양시 동안구 평촌대로 114 (평촌동),중대사고
2017-11-23,한성기린프라자아파트,8050346,부산광역시 동구 중앙대로 514 (범일동),중대사고
2017-12-05,성균관대역 역사,3808650,경기도 수원시 장안구 서부로 2149 (율전동),중대사고
2017-12-12,롯데마트군산점,7801466,전라북도 군산시 수송로 185 (수송동),중대사고
2017-12-15,문덕초등학교,6900574,경상북도 포항시 남구 오천읍 해병로 397 ,중대사고
2018-01-03,예전하이아트,8050006,부산광역시 해운대구 해운대로383번가길 49-3 (우동),중대사고
2018-01-10,이마트상봉점,1803302,서울특별시 중랑구 상봉로 118 (망우동),중대사고
2018-01-11,메트로센터,6802598,대구광역시 중구 달구벌대로 지하 2100 (덕산동),중대사고
2018-01-12,서울교통공사6호선이태원역,1800845,서울특별시 용산구 이태원로 177 (이태원동),중대사고
2018-01-18,보령죽정대우아파트,5035878,충청남도 보령시 봉황로 116 (죽정동，대우아파트),중대사고
2018-01-18,리베라호텔,0057754,서울특별시 강남구 영동대로 737 (청담동),중대사고
2018-01-20,행복한백화점,0059438,서울특별시 양천구 목동동로 309 (목동),중대사고
2018-01-22,롯데식품관-평촌점,3807574,경기도 안양시 동안구 시민대로160번길 20 (호계동),중대사고
2018-02-01,구월아시아드선수촌5단지,2154124,"인천광역시 남동구 선수촌로 56 (구월동, 구월아시아드선수촌5단지)",중대사고
2018-02-08,홈플러스동래점,8800671,부산광역시 동래구 중앙대로 1523 (온천동),중대사고
2018-03-02,현대베스코아,3800863,경기도 하남시 대청로 33 (신장동),중대사고
2018-03-08,한국철도공사군산역,7800737,전라북도 군산시 내흥2길 197  (내흥동),중대사고
2018-03-22,조은플러스,8805424,부산광역시 기장군 정관읍 정관중앙로 45 ,중대사고
2018-03-23,한국철도공사 목포역,7800979,전라남도 목포시 영산로 98 (호남동),중대사고
2018-03-31,소풍(주)고암,3802953,경기도 부천시 송내대로 239 (상동),중대사고
2018-04-28,한국철도공사 대전역사,5800075,대전광역시 동구 중앙로 215 (정동),중대사고
2018-06-05,우방송현하이츠,6026498,대구광역시 달서구 학산남로 90 (송현동),중대사고
2018-06-21,리더스타워,8018400,부산광역시 해운대구 양운로80번길 8 (좌동),중대사고
2018-07-13,남양주공업고등학교,3902006,경기도 남양주시 화도읍 경춘로2192번길 25 ,중대사고
2018-08-04,팜스퀘어,1800524,서울특별시 은평구 불광로 20 (대조동),중대사고
2018-08-28,캐슬골드파크5단지,6016471,대구광역시 수성구 청수로 214 (황금동),중대사고
2018-09-11,서울아산병원,1805776,서울특별시 송파구 올림픽로43길 88 (풍납동),중대사고
2018-09-12,예인빌딩,4001309,강원도 춘천시 금강로 65 (조양동),중대사고
2018-10-29,영통뜨란채10단지아파트,2046213,경기도 수원시 영통구 영통로200번길 156 (망포동),중대사고
2019-01-12,신안종합리조트(주),4800431,강원도 횡성군 둔내면 고원로 451 신안종합리조트(주),중대사고
2019-01-25,주식회사오엠오타쿠,9800001,"제주특별자치도 제주시 노형로 407 (노형동, 주식회사오엠오타쿠 )",중대사고
2019-02-20,쇼모텔,2106414,경기도 안성시 삼죽면 서동대로 6226-10 ,중대사고
2019-03-03,탑실마을대주피오레2단지,2011636,"경기도 용인시 기흥구 탑실로 152 (공세동, 탑실마을 대주피오레2단지)",중대사고
2019-03-09,락모텔,8002580,부산광역시 동래구 미남로 96 (온천동),중대사고
2019-03-16,부천역사,2031579,경기도 부천시 부천로 1  (심곡본동),중대사고
2019-03-23,포스코센터,1805383,서울특별시 강남구 테헤란로 440 (대치동),중대사고
2019-03-28,목천세광엔리치빌1차아파트,5036179,충청남도 천안시 동남구 목천읍 충절로 687 ,중대사고
2019-04-13,삼호두산아파트,2075801,경기도 성남시 분당구 탄천로 95 (이매동),중대사고
2019-04-14,칠곡중앙한신아파트,6024109,대구광역시 북구 영송로 85 (태전동),중대사고
2019-04-24,웅신시네아트,8803458,부산광역시 해운대구 해운대로 802 (좌동),중대사고
2019-04-25,고양종합터미널,3807715,경기도 고양시 일산동구 중앙로 1036 (백석동),중대사고
2019-04-26,롯데백화점상인점,6800006,대구광역시 달서구 월배로 232 (상인동),중대사고
2019-04-27,M-오산시티자이2차,2211084,경기도 오산시 부산동 698,중대사고
2019-04-29,홈플러스연산점,8803720,"부산광역시 연제구 반송로 88 , 홈플러스연산점 (연산동)",중대사고
2019-04-30,온천 SK HUB SKY,8803083,부산광역시 동래구 중앙대로 1523 (온천동),중대사고
2019-05-02,의정부추동E편한세상,2207088,경기도 의정부시 신곡동 산 33-22,중대사고
2019-05-07,안성아양광신프로그레스아파트,2187397,"경기도 안성시 아양3로 56 (아양동, 광신프로그레스아파트)",중대사고
2019-05-07,홍제삼성래미안아파트,0006669,서울특별시 서대문구 통일로 319 (홍제동),중대사고
2019-05-15,동우1차아파트,5010012,충청남도 천안시 동남구 목천읍 신계1길 41 ,중대사고
2019-05-17,양산주공3단지아파트,8039720,경상남도 양산시 양주로 153 (중부동，양산신도시주공3단지아파트),중대사고
2019-05-23,청라제일풍경채아파트,2125669,"인천광역시 서구 청라한울로 95 (경서동, 청라제일풍경채)",중대사고
2019-05-27,홈플러스연산점,8803720,"부산광역시 연제구 반송로 88 , 홈플러스연산점 (연산동)",중대사고
2019-05-27,다산이마트,3800214,경기도 남양주시 도농로 24 (도농동),중대사고
2019-05-29,한국철도공사 경산역,6802232,경상북도 경산시 중앙로 1 (사정동)철도공사 경산역,중대사고
2019-05-30,오투그란데미학아파트,5028286,대전광역시 유성구 학하남로 10 (계산동),중대사고
2019-06-12,(주)강원랜드메인타워,4800001,강원도 정선군 사북읍 하이원길 265 ,중대사고
2019-06-12,해운대두산2차아파트,8023014,부산광역시 해운대구 대천로 225 (좌동),중대사고
2019-06-13,동대구복합환승센터,6803110,대구광역시 동구 동부로 149 (신천동),중대사고
2019-06-14,롯데백화점대전점,5802272,대전광역시 서구 계룡로 598 (괴정동),중대사고
2019-06-17,스펙트럼시티,6802669,대구광역시 북구 침산로 93 (칠성동2가),중대사고
2019-06-25,이마트마산점,8804200,경상남도 창원시 마산합포구 서성로 3 (중앙동3가),중대사고
2019-06-26,롯데쇼핑(주)롯데마트화명점,8800131,부산광역시 북구 화명대로 47 (화명동),중대사고
2019-06-29,신천2주공아파트,6016135,대구광역시 동구 국채보상로155길 54 (신천동),중대사고
2019-07-01,센트럴병원,4008347,강원도 원주시 서원대로 170 (단계동),중대사고
2019-07-05,늘조은아파트,0014037,서울특별시 강동구 천호대로176길 10-20 (성내동),중대사고
2019-07-06,그린월드빌딩,2020298,경기도 고양시 일산서구 중앙로 1564 (대화동),중대사고
2019-07-09,부산교통공사 괴정역,8079675,부산광역시 사하구 낙동대로 지하 221 (괴정동),중대사고
2019-07-10,동래명장E편한세상,8100742,"부산광역시 동래구 명장로 65 (명장동, e 편한세상 동래명장)",중대사고
2019-07-10,홈플러스대구성서점,6802466,대구광역시 달서구 달구벌대로 1467  (용산동),중대사고
2019-07-14,그랜드컨벤션,6010165,경상북도 영주시 원당로 80 (휴천동),중대사고
2019-07-17,호텔아카시아,0014975,서울특별시 중구 동호로 360 (을지로5가),중대사고
2019-07-18,(주)이마트동해점,4800126,강원도 동해시 천곡로 100 (천곡동),중대사고
2019-07-20,홍천동일아파트,4010032,강원도 홍천군 홍천읍 꽃뫼로1길 21 ,중대사고
2019-07-22,서울교통공사 2호선 서울대입구역,1803451,서울특별시 관악구 남부순환로 지하 1822 (봉천동),중대사고
2019-07-25,한국철도공사 동대구역,6800090,대구광역시 동구 동대구로 550 (신암동),중대사고
2019-07-26,(주)롯데백화점인천터미널점,3806125,인천광역시 미추홀구 연남로 35 (관교동),중대사고
2019-07-27,팔로우빌딩,8015344,경상남도 창원시 마산회원구 내서읍 삼계3길 39-3 ,중대사고
2019-07-29,서울대학교병원 대한외래,1810535,서울특별시 종로구 대학로 101 (연건동),중대사고
2019-07-29,송도더샵퍼스트파크15단지,2182095,인천광역시 연수구 컨벤시아대로252번길 30 (송도동102),중대사고
2019-08-04,이마트 성남점,3802038,경기도 성남시 수정구 수정로 201 (태평동),중대사고
2019-08-09,청룡회관,6030437,경상북도 포항시 남구 동해면 호미로3048번길 25 ,중대사고
2019-08-12,(주)호스랜드,2083305,경기도 수원시 팔달구 팔달문로130번길 69 (우만동),중대사고
2019-08-12,서울통합민자역사(한화역사),1808504,서울특별시 중구 한강대로 405  (봉래동2가),중대사고
2019-08-12,광교자연앤자이3단지,2103080,경기도 수원시 영통구 도청로17번길 23 (이의동),중대사고
2019-08-13,부산교통공사 3호선남산정역,8052926,부산광역시 북구 만덕대로 지하179 (만덕동),중대사고
2019-08-14,서울교통공사7호선건대입구역,1901956,서울특별시 광진구 능동로 지하 110 (화양동),중대사고
2019-08-16,속초부영5단지아파트,4004080,강원도 속초시 청대로204번길 40 (조양동，부영아파트5단지),중대사고
2019-08-17,리맥스관리단,2072101,경기도 구리시 경춘로 239 (인창동),중대사고
2019-08-21,서울아산병원,1805773,서울특별시 송파구 올림픽로43길 88 (풍납동),중대사고
2019-08-22,금호동마재마을대주파크빌,7021561,"광주광역시 서구 화개1로24번길 9 (금호동, 대주파크빌아파트)",중대사고
2019-09-07,홈플러스논산점,5800229,충청남도 논산시 시민로 187 (내동),중대사고
2019-09-07,한국철도공사 부산역,8051793,부산광역시 동구 중앙대로 206 (초량동),중대사고
2019-09-15,한국철도공사 과천역,2052753,경기도 과천시 별양로 지하 177 (별양동),중대사고
2019-09-18,백상프라자,3800138,경기도 의정부시 발곡로 10  (신곡동),중대사고
2019-09-20,푸른숨LH3단지아파트,4013237,"강원도 원주시 배울로 50 (반곡동, 푸른숨엘에이치3단지)",중대사고
2019-09-21,롯데쇼핑(주)롯데마트서대전점,5802946,대전광역시 유성구 유성대로 26-37 (원내동),중대사고
2019-09-21,E-MART광산점,7800054,광주광역시 광산구 사암로 172 (우산동),중대사고
2019-09-23,(주)이마트연제점,8803468,부산광역시 연제구 연수로 89 (연산동),중대사고
2019-09-24,금강펜테리움아파트,8058252,"부산광역시 강서구 과학산단2로20번길 69 , 과학산업단지 (지사동)",중대사고
2019-09-25,충남대학교,5028348,대전광역시 유성구 대학로 99 (궁동),중대사고
2019-09-25,(주)광주신세계,7800130,광주광역시 서구 무진대로 932 (광천동),중대사고
2019-09-27,학익두산위브,2032373,인천광역시 미추홀구 노적산로 43 (학익동，인천학익 두산위브),중대사고
2019-09-28,고양종합터미널,3807715,경기도 고양시 일산동구 중앙로 1036 (백석동),중대사고
2019-09-30,롯데쇼핑(주)아울렛부여점,5802327,충청남도 부여군 규암면 백제문로 387 ,중대사고
2019-10-02,홈플러스방학점,1803074,서울특별시 도봉구 도봉로 678 (방학동),중대사고
2019-10-03,신흥무지개타운,7018196,전라북도 군산시 소룡1길 26 (소룡동),중대사고
2019-10-05,진잠타운아파트,5014105,대전광역시 유성구 진잠로42번길 88 (원내동),중대사고
2019-10-06,(주)신세계 센텀시티몰,8804747,부산광역시 해운대구 센텀4로 15 (우동),중대사고
2019-10-08,신내금강리빙스텔,0027613,서울특별시 중랑구 신내로 211 (신내동),중대사고
2019-10-14,논현동동부센트레빌,0066804,서울특별시 강남구 언주로116길 6 (논현동),중대사고
2019-10-20,한국철도공사익산역,7801480,전라북도 익산시 익산대로 153 (창인동2가),중대사고
2019-10-23,홈플러스스토어즈(주)문화점,5802150,대전광역시 중구 계백로 1690  (문화동),중대사고
2019-10-24,DB금융센터,0100953,서울특별시 강남구 테헤란로 432 (대치동),중대사고
2019-10-26,목포 해상 케이블카 승강장,7800543,전라남도 목포시 해양대학로 240 ,중대사고
2019-10-26,(주)소노호텔앤리조트,4009532,강원도 홍천군 서면 한치골길 262 ,중대사고
2019-10-27,신도림테크노마트,0048263,서울특별시 구로구 새말로 97 (구로동),중대사고
2019-10-28,더사랑빌딩,0019385,서울특별시 노원구 화랑로 323 (월계동),중대사고
2019-10-30,홈플러스(주)삼천포점,8801967,경상남도 사천시 중앙로 165 (벌리동),중대사고
2019-11-03,(주)E-MART금정점,8800435,부산광역시 금정구 중앙대로1841번길 24 (구서동),중대사고
2019-11-04,홈플러스연산점,8803727,"부산광역시 연제구 반송로 88 , 홈플러스연산점 (연산동)",중대사고
2019-11-04,(주)신세계경기점,3804621,경기도 용인시 수지구 포은대로 536 (죽전동),중대사고
2019-11-05,홈플러스스토어즈(주)문화점,5802154,대전광역시 중구 계백로 1690  (문화동),중대사고
2019-11-06,서울메트로 2호선사당역,0098381,서울특별시 동작구 동작대로 지하3 (사당동),중대사고
2019-11-07,세이백화점,5800334,대전광역시 중구 계백로 1700 (문화동),중대사고
2019-11-09,고양삼송신원마을2단지아파트,2113666,"경기도 고양시 덕양구 오금2로 26 (신원동, 신원마을엘에이치2단지)",중대사고
2019-11-13,관저구봉마을5단지,5013481,대전광역시 서구 관저로 51 (관저동),중대사고
2019-11-15,신안비치2차아파트,7015801,전라남도 목포시 고하대로 641-12 (산정동),중대사고
2019-11-17,의정부해태프라자,2064597,경기도 의정부시 신흥로258번길 25 (의정부동),중대사고
2019-11-18,고양삼송LH 12단지,2208003,경기도 고양시 덕양구 원흥1로 11 ,중대사고
2019-11-19,한국철도공사부산지사밀양역,8801658,경상남도 밀양시 중앙로 62  (가곡동),중대사고
2019-11-20,강릉LH선수촌8단지아파트,4015618,"강원도 강릉시 선수촌로 113 (유천동, 강릉올림픽선수촌)",중대사고
2019-11-21,배곧M플러스,3804941,경기도 시흥시 배곧3로 96  (정왕동),중대사고
2019-11-22,(주)이마트수지점,3800412,경기도 용인시 수지구 수지로 203 (신봉동),중대사고
2019-11-25,광명빌딩,2028092,경기도 광명시 광명로 907 (광명동),중대사고
2019-11-25,한국지식재산센터빌딩,0066414,서울특별시 강남구 테헤란로 131 (역삼동),중대사고
2019-11-26,이마트마산점,8804202,경상남도 창원시 마산합포구 서성로 3 (중앙동3가),중대사고
2019-11-26,울산역,8804930,울산광역시 울주군 삼남면 울산역로 177 ,중대사고
2019-11-27,송도더샵트리플타워,2219318,인천광역시 연수구 송도동 170-3 ,중대사고
2019-11-28,롯데몰군산점,7801547,전라북도 군산시 조촌로 130 (조촌동),중대사고
2019-12-01,대전복합터미널(서관),5802190,대전광역시 동구 동서대로 1689 (용전동),중대사고
2019-12-01,(주)E-MART금정점,8800433,부산광역시 금정구 중앙대로1841번길 24 (구서동),중대사고
2019-12-02,동대구복합환승센터,6803359,대구광역시 동구 동부로 149 (신천동),중대사고
2019-12-02,강변테크노마트(주),1800276,서울특별시 광진구 광나루로56길 85 (구의동),중대사고
2019-12-02,신세계백화점의정부점,3804159,경기도 의정부시 평화로 525 (의정부동),중대사고
2019-12-04,울산역,8804930,울산광역시 울주군 삼남면 울산역로 177 ,중대사고
2019-12-08,숭의빌딩,2125037,인천광역시 미추홀구 경인로 25 (숭의동),중대사고
2019-12-16,일광역,8805147,부산광역시 기장군 일광면 일광로 111-10 ,중대사고
2019-12-17,(주)이마트 원주점,4800442,강원도 원주시 북원로 1928 (무실동),중대사고
2019-12-22,한국철도공사경원선도봉산역,0088553,서울특별시 도봉구 도봉로 964-33 (도봉동),중대사고
2019-12-26,여수웅천아일랜드,7062841,전라남도 여수시 웅남3길 2  (웅천동),중대사고
2019-12-29,부천역 지하도상가,3810193,경기도 부천시 부천로 지하 1-1  (심곡동),중대사고
2019-12-31,한국철도공사 동대구역,6800768,대구광역시 동구 동대구로 550 (신암동),중대사고
2020-01-01,부산교통공사 서면역 2호선,8803679,부산광역시 부산진구 중앙대로 730 (부전동),중대사고
2020-01-02,관저리슈빌아파트,5028142,대전광역시 서구 관저동로90번길 15 (관저동),중대사고
2020-01-03,한국1차아파트,8078888,"경상남도 김해시 함박로 122 (외동, 한국1차아파트)",중대사고
2020-01-04,(주)금경인터내셔날,1809191,서울특별시 광진구 강변역로 50 (구의동),중대사고
2020-01-06,포은신안아파트,2144081,"경기도 의왕시 위인로 15  (왕곡동, 포은아파트)",중대사고
2020-01-07,전주대스타타워,7025775,전라북도 전주시 완산구 천잠로 303 (효자동2가),중대사고
2020-01-08,롯데쇼핑(주)롯데마트전주점,7801446,전라북도 전주시 완산구 우전로 240 (효자동2가),중대사고
2020-01-13,대림현대3차아파트,0097008,"서울특별시 영등포구 도신로 31 (대림동, 현대3차아파트)",중대사고
2020-01-13,두원타워,3809901,"경기도 김포시 김포한강9로75번길 180 (구래동, 두원타워)",중대사고
2020-01-13,송도스마트밸리,2071274,인천광역시 연수구 송도미래로 30 (송도동),중대사고
2020-01-14,옥동삼익아파트,8023902,울산광역시 남구 문수로302번길 9 (옥동),중대사고
2020-01-15,강원대학교병원,4800302,강원도 춘천시 백령로 156 (효자동),중대사고
2020-01-15,롯데쇼핑(주)강남점,1801986,서울특별시 강남구 도곡로 401  (대치동),중대사고
2020-01-20,삼성서울병원,1802370,서울특별시 강남구 일원로 81 (일원동),중대사고
2020-01-20,롯데쇼핑(주)롯데마트광주점,7801065,광주광역시 서구 금화로 240 (풍암동),중대사고
2020-01-21,신성월드컵패밀리타운,5028889,대전광역시 유성구 유성대로783번길 38  (장대동),중대사고
2020-01-22,(주)신세계백화점영등포점A,1804052,서울특별시 영등포구 영중로 9 (영등포동4가),중대사고
2020-01-30,강원대학교병원,4800069,강원도 춘천시 백령로 156 (효자동),중대사고
2020-01-31,푸른마을주공4단지,7031435,광주광역시 북구 동림용산로 12 (동림동),중대사고
2020-01-31,한신휴플러스2차아파트,4004282,"강원도 원주시 서원대로 427  (단구동, 개운2차한신휴플러스아파트)",중대사고
2020-02-02,태영빌딩,6005436,"대구광역시 서구 서대구로 104 , 태영빌딩 (평리동)",중대사고
2020-02-04,철도공사 하동역,8802056,"경상남도 하동군 하동읍 군청로 105-16 ,(하동역)",중대사고
2020-02-04,KORAIL 산본역,3813209,경기도 군포시 번영로 504 (산본동),중대사고
2020-02-04,롯데쇼핑(주)아울렛청주점,5802644,충청북도 청주시 흥덕구 2순환로 1004 (비하동),중대사고
2020-02-07,서울가락초등학교,0135615,서울특별시 송파구 송파대로37길 45 (가락동),중대사고
2020-02-07,(주)신세계백화점영등포점A,1804037,서울특별시 영등포구 영중로 9 (영등포동4가),중대사고
2020-02-08,신세계백화점의정부점,3804157,경기도 의정부시 평화로 525 (의정부동),중대사고
2020-02-10,서울보증보험,0001712,서울특별시 종로구 김상옥로 29 (연지동),중대사고
2020-02-10,양정로타리메디타운,8076150,부산광역시 부산진구 연수로 5 (양정동),중대사고
2020-02-12,홈플러스평택안중점,3807989,경기도 평택시 안중읍 서동대로 1489 ,중대사고
2020-02-14,삼각동모아호반아파트,7012601,"광주광역시 북구 설죽로370번길 27 (삼각동, 삼각동 모아호반아파트)",중대사고
2020-02-14,한국철도공사 부산역,8800502,부산광역시 동구 중앙대로 206 (초량동),중대사고
2020-02-16,옥타브상가B동,5000409,대전광역시 유성구 지족로 374 (지족동),중대사고
2020-02-17,광주도시철도 양동시장역,7800998,광주광역시 서구 천변좌로 262 (양동),중대사고
2020-02-18,홍인빌딩,0042557,서울특별시 마포구 와우산로 65 (서교동),중대사고
2020-02-21,홈플러스(주)김포풍무점,3807934,경기도 김포시 풍무로 167 (풍무동),중대사고
2020-02-26,한국철도공사 부산역,8804066,부산광역시 동구 중앙대로 206 (초량동),중대사고
2020-02-27,둔산은하수아파트,5029526,대전광역시 서구 둔산남로 15 (둔산동),중대사고
2020-03-03,강원대학교병원,4800069,강원도 춘천시 백령로 156 (효자동),중대사고
2020-03-03,KORAIL 산본역,3809646,경기도 군포시 번영로 504 (산본동),중대사고
2020-03-05,새롬성원네오파트,8043842,경상남도 양산시 북정서길 16 (북정동),중대사고
2020-03-06,컴플렉스빌딩,2136273,경기도 용인시 처인구 금학로 442-2 (마평동),중대사고
2020-03-08,롯데쇼핑(주)롯데마트연수점,3803110,인천광역시 연수구 청능대로 87 (청학동),중대사고
2020-03-09,한국철도공사 동대구역,6800090,대구광역시 동구 동대구로 550 (신암동),중대사고
2020-03-18,(주)신세계백화점영등포점A,1804052,서울특별시 영등포구 영중로 9 (영등포동4가),중대사고
2020-03-20,울산역,8804930,울산광역시 울주군 삼남면 울산역로 177 ,중대사고
2020-03-23,홈플러스방학점,1803071,서울특별시 도봉구 도봉로 678 (방학동),중대사고
2020-03-26,홈플러스울산동구점,8801526,울산광역시 동구 방어진순환도로 637 (일산동),중대사고
2020-03-28,이마트 경기광주점,3802090,경기도 광주시 광주대로 30 (경안동),중대사고
2020-03-29,한국철도공사경춘선대성리역,2072464,경기도 가평군 청평면 경춘로 88 ,중대사고
2020-03-29,신도림테크노마트,1807420,서울특별시 구로구 새말로 97 (구로동),중대사고
2020-03-30,강원대학교병원,4800069,강원도 춘천시 백령로 156 (효자동),중대사고
2020-03-31,두산1차아파트,8049244,부산광역시 해운대구 양운로 182 (좌동),중대사고
2020-04-02,(주)이마트안동점,6800892,경상북도 안동시 옥동1길 2 (옥동),중대사고
2020-04-05,쇼핑몰나비,1805209,서울특별시 강동구 천호대로157길 14 (천호동),중대사고
2020-04-05,천안불당LH1단지,5077455,충청남도 천안시 서북구 불당24로 9 ,중대사고
2020-04-05,부산교통공사 연산역,8800036,부산광역시 연제구 중앙대로 지하 1101 (연산동),중대사고
2020-04-06,(주)신세계경기점주차빌딩,2129768,경기도 용인시 수지구 포은대로 536 (죽전동),중대사고
2020-04-08,e-편한세상 신봉담,2204748,경기도 화성시 봉담읍 상리1길 127 ,중대사고
2020-04-08,(주)신세계백화점영등포점B,1804067,서울특별시 영등포구 영중로 9 B관 방재실(영등포동4가),중대사고
2020-04-10,광주도시철도 양동시장역,7801014,광주광역시 서구 천변좌로 262 (양동),중대사고
2020-04-13,호원아이파크아파트,2097014,경기도 의정부시 평화로150번길 26 (호원동，현대아이파크2차),중대사고
2020-04-14,홈플러스(주)분당오리점,3807867,경기도 성남시 분당구 탄천상로151번길 20 (구미동),중대사고
2020-04-17,롯데제과(주) 양산공장,8009043,경상남도 양산시 양산대로 1158 (산막동),중대사고
2020-04-20,방학명품ESA주상복합1단지,0019509,서울특별시 도봉구 마들로 657 (방학동),중대사고
2020-04-20,목감리벤티움아파트,2172907,"경기도 시흥시 목감중앙로 45 (조남동, 리벤티움)",중대사고
2020-04-24,예천농협 신도청 하나로마트,6803293,경상북도 예천군 호명면 수변로 77 ,중대사고
2020-04-27,화성태안8단지아파트,2009737,경기도 화성시 병점3로 157 (병점동，안화동마을주공8단지),중대사고
2020-04-29,한국철도공사 부전역,8800286,부산광역시 부산진구 부전로 181 (부전동),중대사고
2020-04-29,한국철도공사 부산역,8803297,부산광역시 동구 중앙대로 206 (초량동),중대사고
2020-04-30,(주)세이브존전주점,7800703,전라북도 전주시 완산구 팔달로 262-6 (서노송동),중대사고
2020-05-01,창원메디칼센터,8012259,경상남도 창원시 성산구 원이대로 664 (상남동),중대사고
2020-05-01,불당트윈팰리스아파트,5052231,"충청남도 천안시 서북구 불당4로 106  (불당동, 우방아이유쉘트윈팰리스아파트)",중대사고
2020-05-01,(주)이마트제주점,9800159,"제주특별자치도 제주시 탑동로 38 (삼도이동, (주)이마트제주점)",중대사고
2020-05-03,한국철도공사전주역,7017480,전라북도 전주시 덕진구 동부대로 680 (우아동3가),중대사고
2020-05-03,한진중공업/응암해모로,0143505,서울특별시 은평구 응암로30길 5 (응암동),중대사고
2020-05-05,홈플러스울산점,8803871,울산광역시 중구 번영로 475 (복산동),중대사고
2020-05-06,다사랑효요양병원,5023837,충청남도 논산시 강경읍 대흥로 45-1 ,중대사고
2020-05-07,(주)홈플러스 서귀포점,9800147,제주특별자치도 서귀포시 중앙로 180 (동홍동),중대사고
2020-05-11,한솔빌딩,2072771,경기도 용인시 처인구 중부대로 1360 (김량장동),중대사고
2020-05-15,(주)이마트죽전점,3800400,경기도 용인시 수지구 포은대로 552 (죽전동),중대사고
2020-05-17,더캐슬(101~106동),2167725,"인천광역시 서구 청마로 94  (당하동, 더캐슬)",중대사고
2020-05-17,동군산병원-별관,7051547,전라북도 군산시 조촌로 149  (조촌동),중대사고
2020-05-21,강원대학교병원,4800069,강원도 춘천시 백령로 156 (효자동),중대사고
2020-05-21,속초조양1주공아파트,4007023,"강원도 속초시 온정로 6 (조양동, 조양1주공아파트)",중대사고
2020-05-31,한국철도공사 목포역,7800979,전라남도 목포시 영산로 98 (호남동),중대사고
2020-06-07,세이백화점,5800361,대전광역시 중구 계백로 1700 (문화동),중대사고
2020-06-09,삼성암병원,1802946,서울특별시 강남구 일원로 81 (일원동),중대사고
2020-06-11,의왕테크노파크 물류센터,2223302,경기 의왕시 이동 593번지 ,중대사고
2020-06-12,스타필드시티 명지점,8807042,부산광역시 강서구 명지국제6로 168 (명지동),중대사고
2020-06-15,금메달식자재마트,3809759,경기도 남양주시 호평로67번길 16-4 (호평동) ,중대사고
2020-06-16,(주)E-MART문현점,8800387,부산광역시 남구 전포대로91번길 47 (문현동),중대사고
2020-06-18,(주)이마트 창동점,1803377,서울특별시 도봉구 노해로65길 4 (창동),중대사고
2020-06-18,카림애비뉴상가,5802386,세종특별자치시  보듬4로 9  (도담동),중대사고
2020-06-19,롯데갤러리움센텀,8800491,부산광역시 해운대구 센텀1로 9 (우동),중대사고
2020-06-19,IKEA(이케아) 고양점 ,2183463,경기도 고양시 덕양구 권율대로 420  (도내동),중대사고
2020-06-19,부산교통공사 서면역 2호선,8803678,부산광역시 부산진구 중앙대로 730 (부전동),중대사고
2020-06-22,동아아파트,7011975,"광주광역시 북구 우치로537번길 10  (일곡동, 동아아파트)",중대사고
2020-06-22,해들마을1단지,5068799,세종특별자치시 대평1길 27 (대평동),중대사고
2020-06-23,홈플러스(주)조례점,7801304,전라남도 순천시 신월큰길 10 (조례동),중대사고
2020-06-24,NC WAVE,7800488,광주광역시 동구 중앙로 163 (충장로4가),중대사고
2020-06-25,이마트트레이더스월계점,0135061,서울특별시 노원구 마들로3길 17 (월계동),중대사고
2020-06-28,신세계백화점 하남점,3800899,"경기도 하남시 미사대로 750 , 신세계백화점  (신장동)",중대사고
2020-07-01,(주)신세계백화점영등포점B,1804059,서울특별시 영등포구 영중로 9 B관 방재실(영등포동4가),중대사고
2020-07-08,장암삼익한일아파트,2002692,경기도 의정부시 신곡로 36 (신곡동),중대사고
2020-07-10,와이스퀘어,0086720,서울특별시 강북구 도봉로 52 (미아동),중대사고
2020-07-11,이마트트레이더스천안아산점,5800867,충청남도 아산시 배방읍 고속철대로 133 ,중대사고
2020-07-16,대원빌딩,7004079,광주광역시 광산구 첨단중앙로 152 (쌍암동),중대사고
2020-07-20,광주롯데백화점,7800151,광주광역시 동구 독립로 268 (대인동),중대사고
2020-07-20,세종아파트,5022704,대전광역시 유성구 유성대로 1741 (전민동),중대사고
